character,death_year,type,source,question,year,is_test
Umm Kulthum,1975,real_person,none,What is the 4th year of the 28th president of the United States?,1916,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 28th president of the United States?,1917,True
Umm Kulthum,1975,real_person,none,What is the 6th year of the 28th president of the United States?,1918,True
Umm Kulthum,1975,real_person,none,What is the 7th year of the 28th president of the United States?,1919,True
Umm Kulthum,1975,real_person,none,What is the 8th year of the 28th president of the United States?,1920,True
Umm Kulthum,1975,real_person,none,What is the 9th year of the 28th president of the United States?,1921,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 29th president of the United States?,1921,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 29th president of the United States?,1922,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 29th president of the United States?,1923,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 30th president of the United States?,1923,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 30th president of the United States?,1924,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 30th president of the United States?,1925,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 30th president of the United States?,1926,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 30th president of the United States?,1927,True
Umm Kulthum,1975,real_person,none,What is the 6th year of the 30th president of the United States?,1928,True
Umm Kulthum,1975,real_person,none,What is the 7th year of the 30th president of the United States?,1929,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 31th president of the United States?,1929,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 31th president of the United States?,1930,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 31th president of the United States?,1931,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 31th president of the United States?,1932,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 31th president of the United States?,1933,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 32th president of the United States?,1933,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 32th president of the United States?,1934,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 32th president of the United States?,1935,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 32th president of the United States?,1936,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 32th president of the United States?,1937,True
Umm Kulthum,1975,real_person,none,What is the 6th year of the 32th president of the United States?,1938,True
Umm Kulthum,1975,real_person,none,What is the 7th year of the 32th president of the United States?,1939,True
Umm Kulthum,1975,real_person,none,What is the 8th year of the 32th president of the United States?,1940,True
Umm Kulthum,1975,real_person,none,What is the 9th year of the 32th president of the United States?,1941,True
Umm Kulthum,1975,real_person,none,What is the 10th year of the 32th president of the United States?,1942,True
Umm Kulthum,1975,real_person,none,What is the 11th year of the 32th president of the United States?,1943,True
Umm Kulthum,1975,real_person,none,What is the 12th year of the 32th president of the United States?,1944,True
Umm Kulthum,1975,real_person,none,What is the 13th year of the 32th president of the United States?,1945,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 33th president of the United States?,1945,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 33th president of the United States?,1946,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 33th president of the United States?,1947,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 33th president of the United States?,1948,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 33th president of the United States?,1949,True
Umm Kulthum,1975,real_person,none,What is the 6th year of the 33th president of the United States?,1950,True
Umm Kulthum,1975,real_person,none,What is the 7th year of the 33th president of the United States?,1951,True
Umm Kulthum,1975,real_person,none,What is the 8th year of the 33th president of the United States?,1952,True
Umm Kulthum,1975,real_person,none,What is the 9th year of the 33th president of the United States?,1953,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 34th president of the United States?,1953,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 34th president of the United States?,1954,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 34th president of the United States?,1955,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 34th president of the United States?,1956,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 34th president of the United States?,1957,True
Umm Kulthum,1975,real_person,none,What is the 6th year of the 34th president of the United States?,1958,True
Umm Kulthum,1975,real_person,none,What is the 7th year of the 34th president of the United States?,1959,True
Umm Kulthum,1975,real_person,none,What is the 8th year of the 34th president of the United States?,1960,True
Umm Kulthum,1975,real_person,none,What is the 9th year of the 34th president of the United States?,1961,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 35th president of the United States?,1961,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 35th president of the United States?,1962,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 35th president of the United States?,1963,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 36th president of the United States?,1963,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 36th president of the United States?,1964,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 36th president of the United States?,1965,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 36th president of the United States?,1966,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 36th president of the United States?,1967,True
Umm Kulthum,1975,real_person,none,What is the 6th year of the 36th president of the United States?,1968,True
Umm Kulthum,1975,real_person,none,What is the 7th year of the 36th president of the United States?,1969,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 37th president of the United States?,1969,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 37th president of the United States?,1970,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 37th president of the United States?,1971,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 37th president of the United States?,1972,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 37th president of the United States?,1973,True
Umm Kulthum,1975,real_person,none,What is the 6th year of the 37th president of the United States?,1974,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 38th president of the United States?,1974,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 38th president of the United States?,1975,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 38th president of the United States?,1976,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 38th president of the United States?,1977,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 39th president of the United States?,1977,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 39th president of the United States?,1978,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 39th president of the United States?,1979,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 39th president of the United States?,1980,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 39th president of the United States?,1981,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 40th president of the United States?,1981,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 40th president of the United States?,1982,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 40th president of the United States?,1983,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 40th president of the United States?,1984,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 40th president of the United States?,1985,True
Umm Kulthum,1975,real_person,none,What is the 6th year of the 40th president of the United States?,1986,True
Umm Kulthum,1975,real_person,none,What is the 7th year of the 40th president of the United States?,1987,True
Umm Kulthum,1975,real_person,none,What is the 8th year of the 40th president of the United States?,1988,True
Umm Kulthum,1975,real_person,none,What is the 9th year of the 40th president of the United States?,1989,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 41th president of the United States?,1989,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 41th president of the United States?,1990,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 41th president of the United States?,1991,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 41th president of the United States?,1992,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 41th president of the United States?,1993,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 42th president of the United States?,1993,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 42th president of the United States?,1994,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 42th president of the United States?,1995,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 42th president of the United States?,1996,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 42th president of the United States?,1997,True
Umm Kulthum,1975,real_person,none,What is the 6th year of the 42th president of the United States?,1998,True
Umm Kulthum,1975,real_person,none,What is the 7th year of the 42th president of the United States?,1999,True
Umm Kulthum,1975,real_person,none,What is the 8th year of the 42th president of the United States?,2000,True
Umm Kulthum,1975,real_person,none,What is the 9th year of the 42th president of the United States?,2001,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 43th president of the United States?,2001,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 43th president of the United States?,2002,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 43th president of the United States?,2003,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 43th president of the United States?,2004,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 43th president of the United States?,2005,True
Umm Kulthum,1975,real_person,none,What is the 6th year of the 43th president of the United States?,2006,True
Umm Kulthum,1975,real_person,none,What is the 7th year of the 43th president of the United States?,2007,True
Umm Kulthum,1975,real_person,none,What is the 8th year of the 43th president of the United States?,2008,True
Umm Kulthum,1975,real_person,none,What is the 9th year of the 43th president of the United States?,2009,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 44th president of the United States?,2009,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 44th president of the United States?,2010,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 44th president of the United States?,2011,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 44th president of the United States?,2012,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 44th president of the United States?,2013,True
Umm Kulthum,1975,real_person,none,What is the 6th year of the 44th president of the United States?,2014,True
Umm Kulthum,1975,real_person,none,What is the 7th year of the 44th president of the United States?,2015,True
Umm Kulthum,1975,real_person,none,What is the 8th year of the 44th president of the United States?,2016,True
Umm Kulthum,1975,real_person,none,What is the 9th year of the 44th president of the United States?,2017,True
Umm Kulthum,1975,real_person,none,What is the 1st year of the 45th president of the United States?,2017,True
Umm Kulthum,1975,real_person,none,What is the 2nd year of the 45th president of the United States?,2018,True
Umm Kulthum,1975,real_person,none,What is the 3rd year of the 45th president of the United States?,2019,True
Umm Kulthum,1975,real_person,none,What is the 4th year of the 45th president of the United States?,2020,True
Umm Kulthum,1975,real_person,none,What is the 5th year of the 45th president of the United States?,2021,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 1th president of the United States?,1789,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 1th president of the United States?,1790,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 1th president of the United States?,1791,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 1th president of the United States?,1792,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 1th president of the United States?,1793,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 1th president of the United States?,1794,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 1th president of the United States?,1795,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 1th president of the United States?,1796,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 1th president of the United States?,1797,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 2th president of the United States?,1797,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 2th president of the United States?,1798,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 2th president of the United States?,1799,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 2th president of the United States?,1800,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 2th president of the United States?,1801,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 3th president of the United States?,1801,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 3th president of the United States?,1802,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 3th president of the United States?,1803,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 3th president of the United States?,1804,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 3th president of the United States?,1805,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 3th president of the United States?,1806,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 3th president of the United States?,1807,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 3th president of the United States?,1808,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 3th president of the United States?,1809,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 4th president of the United States?,1809,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 4th president of the United States?,1810,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 4th president of the United States?,1811,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 4th president of the United States?,1812,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 4th president of the United States?,1813,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 4th president of the United States?,1814,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 4th president of the United States?,1815,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 4th president of the United States?,1816,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 4th president of the United States?,1817,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 5th president of the United States?,1817,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 5th president of the United States?,1818,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 5th president of the United States?,1819,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 5th president of the United States?,1820,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 5th president of the United States?,1821,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 5th president of the United States?,1822,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 5th president of the United States?,1823,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 5th president of the United States?,1824,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 5th president of the United States?,1825,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 6th president of the United States?,1825,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 6th president of the United States?,1826,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 6th president of the United States?,1827,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 6th president of the United States?,1828,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 6th president of the United States?,1829,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 7th president of the United States?,1829,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 7th president of the United States?,1830,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 7th president of the United States?,1831,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 7th president of the United States?,1832,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 7th president of the United States?,1833,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 7th president of the United States?,1834,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 7th president of the United States?,1835,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 7th president of the United States?,1836,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 7th president of the United States?,1837,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 8th president of the United States?,1837,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 8th president of the United States?,1838,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 8th president of the United States?,1839,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 8th president of the United States?,1840,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 8th president of the United States?,1841,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 9th president of the United States?,1841,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 10th president of the United States?,1841,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 10th president of the United States?,1842,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 10th president of the United States?,1843,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 10th president of the United States?,1844,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 10th president of the United States?,1845,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 11th president of the United States?,1845,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 11th president of the United States?,1846,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 11th president of the United States?,1847,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 11th president of the United States?,1848,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 11th president of the United States?,1849,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 12th president of the United States?,1849,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 12th president of the United States?,1850,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 13th president of the United States?,1850,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 13th president of the United States?,1851,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 13th president of the United States?,1852,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 13th president of the United States?,1853,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 14th president of the United States?,1853,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 14th president of the United States?,1854,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 14th president of the United States?,1855,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 14th president of the United States?,1856,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 14th president of the United States?,1857,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 15th president of the United States?,1857,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 15th president of the United States?,1858,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 15th president of the United States?,1859,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 15th president of the United States?,1860,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 15th president of the United States?,1861,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 16th president of the United States?,1861,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 16th president of the United States?,1862,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 16th president of the United States?,1863,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 16th president of the United States?,1864,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 16th president of the United States?,1865,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 17th president of the United States?,1865,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 17th president of the United States?,1866,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 17th president of the United States?,1867,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 17th president of the United States?,1868,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 17th president of the United States?,1869,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 18th president of the United States?,1869,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 18th president of the United States?,1870,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 18th president of the United States?,1871,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 18th president of the United States?,1872,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 18th president of the United States?,1873,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 18th president of the United States?,1874,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 18th president of the United States?,1875,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 18th president of the United States?,1876,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 18th president of the United States?,1877,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 19th president of the United States?,1877,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 19th president of the United States?,1878,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 19th president of the United States?,1879,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 19th president of the United States?,1880,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 19th president of the United States?,1881,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 20th president of the United States?,1881,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 21th president of the United States?,1881,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 21th president of the United States?,1882,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 21th president of the United States?,1883,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 21th president of the United States?,1884,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 21th president of the United States?,1885,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 22th president of the United States?,1885,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 22th president of the United States?,1886,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 22th president of the United States?,1887,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 22th president of the United States?,1888,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 22th president of the United States?,1889,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 23th president of the United States?,1889,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 23th president of the United States?,1890,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 23th president of the United States?,1891,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 23th president of the United States?,1892,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 23th president of the United States?,1893,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 24th president of the United States?,1893,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 24th president of the United States?,1894,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 24th president of the United States?,1895,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 24th president of the United States?,1896,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 24th president of the United States?,1897,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 25th president of the United States?,1897,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 25th president of the United States?,1898,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 25th president of the United States?,1899,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 25th president of the United States?,1900,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 25th president of the United States?,1901,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 26th president of the United States?,1901,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 26th president of the United States?,1902,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 26th president of the United States?,1903,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 26th president of the United States?,1904,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 26th president of the United States?,1905,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 26th president of the United States?,1906,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 26th president of the United States?,1907,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 26th president of the United States?,1908,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 26th president of the United States?,1909,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 27th president of the United States?,1909,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 27th president of the United States?,1910,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 27th president of the United States?,1911,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 27th president of the United States?,1912,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 27th president of the United States?,1913,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 28th president of the United States?,1913,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 28th president of the United States?,1914,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 28th president of the United States?,1915,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 28th president of the United States?,1916,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 28th president of the United States?,1917,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 28th president of the United States?,1918,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 28th president of the United States?,1919,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 28th president of the United States?,1920,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 28th president of the United States?,1921,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 29th president of the United States?,1921,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 29th president of the United States?,1922,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 29th president of the United States?,1923,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 30th president of the United States?,1923,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 30th president of the United States?,1924,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 30th president of the United States?,1925,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 30th president of the United States?,1926,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 30th president of the United States?,1927,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 30th president of the United States?,1928,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 30th president of the United States?,1929,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 31th president of the United States?,1929,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 31th president of the United States?,1930,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 31th president of the United States?,1931,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 31th president of the United States?,1932,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 31th president of the United States?,1933,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 32th president of the United States?,1933,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 32th president of the United States?,1934,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 32th president of the United States?,1935,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 32th president of the United States?,1936,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 32th president of the United States?,1937,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 32th president of the United States?,1938,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 32th president of the United States?,1939,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 32th president of the United States?,1940,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 32th president of the United States?,1941,True
Vivien Leigh,1967,real_person,none,What is the 10th year of the 32th president of the United States?,1942,True
Vivien Leigh,1967,real_person,none,What is the 11th year of the 32th president of the United States?,1943,True
Vivien Leigh,1967,real_person,none,What is the 12th year of the 32th president of the United States?,1944,True
Vivien Leigh,1967,real_person,none,What is the 13th year of the 32th president of the United States?,1945,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 33th president of the United States?,1945,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 33th president of the United States?,1946,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 33th president of the United States?,1947,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 33th president of the United States?,1948,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 33th president of the United States?,1949,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 33th president of the United States?,1950,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 33th president of the United States?,1951,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 33th president of the United States?,1952,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 33th president of the United States?,1953,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 34th president of the United States?,1953,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 34th president of the United States?,1954,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 34th president of the United States?,1955,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 34th president of the United States?,1956,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 34th president of the United States?,1957,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 34th president of the United States?,1958,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 34th president of the United States?,1959,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 34th president of the United States?,1960,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 34th president of the United States?,1961,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 35th president of the United States?,1961,True
